,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_label
247,7.2,0.2,0.22,1.6,0.044000000000000004,17.0,101.0,0.99471,3.37,0.53,10.0,5,white,low
248,6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,white,medium
249,5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.9900200000000001,3.34,0.48,12.3,6,white,medium
250,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,5,white,low
251,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,5,white,low
252,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,red,low
253,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,white,low
254,7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,white,low
255,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,red,medium
256,8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.9967799999999999,3.26,0.46,9.6,6,red,medium
257,6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,12.3,7,red,medium
258,6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,6,white,medium
259,8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.9959399999999999,3.4,0.78,11.3,7,red,medium
260,5.8,0.26,0.29,1.0,0.042,35.0,101.0,0.99044,3.36,0.48,11.4,7,white,medium
261,7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,7,white,medium
262,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,white,medium
263,7.0,0.53,0.02,1.0,0.036000000000000004,39.0,107.0,0.993,3.2,0.32,9.0,5,white,low
264,7.1,0.31,0.38,1.2,0.036000000000000004,10.0,124.0,0.9924,3.14,0.44,9.9,6,white,medium
265,6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,red,low
266,6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5,red,low
267,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,white,medium
268,7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5,red,low
269,7.2,0.2,0.28,1.6,0.027999999999999997,13.0,168.0,0.99203,3.17,1.06,11.5,6,white,medium
270,6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,6,white,medium
271,9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,red,medium
272,6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.9948899999999999,3.06,0.5,9.4,6,white,medium
273,4.8,0.33,0.0,6.5,0.027999999999999997,34.0,163.0,0.9937,3.35,0.61,9.9,5,white,low
274,6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.9937299999999999,3.02,0.53,9.4,5,white,low
275,7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,red,medium
276,6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6,red,medium
277,7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,5,white,low
278,8.3,0.18,0.37,1.2,0.049,6.0,94.0,0.9937,3.18,0.52,10.1,5,white,low
279,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,5,white,low
280,5.7,0.695,0.06,6.8,0.042,9.0,84.0,0.9943200000000001,3.44,0.44,10.2,5,white,low
281,7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,white,medium
282,9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,6,red,medium
283,7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,white,medium
284,7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.9956799999999999,3.35,0.52,10.0,5,red,low
285,7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,6,white,medium
286,7.0,0.21,0.42,5.3,0.037000000000000005,36.0,123.0,0.99321,3.14,0.52,10.9,6,white,medium
287,7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.9911200000000001,3.28,0.53,11.8,6,white,medium
288,6.1,0.34,0.46,4.7,0.028999999999999998,21.0,94.0,0.991,3.29,0.62,12.3,6,white,medium
289,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,white,medium
290,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,red,medium
291,7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,5,white,low
292,7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.9928799999999999,2.92,0.5,9.3,5,white,low
293,7.7,0.46,0.18,3.3,0.054000000000000006,18.0,143.0,0.99392,3.12,0.51,10.8,6,white,medium
294,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,red,low
295,4.7,0.335,0.14,1.3,0.036000000000000004,69.0,168.0,0.9921200000000001,3.47,0.46,10.5,5,white,low
296,6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.9904299999999999,2.92,0.47,11.05,6,white,medium
297,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,5,white,low
298,11.2,0.28,0.56,1.9,0.075,17.0,60.0,0.998,3.16,0.58,9.8,6,red,medium
299,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,white,medium
300,7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.9911700000000001,3.17,0.52,12.7,6,white,medium
301,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4,white,low
302,7.7,0.32,0.61,11.8,0.040999999999999995,66.0,188.0,0.9979399999999999,3.0,0.54,9.3,5,white,low
303,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,red,medium
304,7.8,0.43,0.7,1.9,0.46399999999999997,22.0,67.0,0.9974,3.13,1.28,9.4,5,red,low
305,6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,3.17,0.5,9.3,6,white,medium
306,5.8,0.3,0.33,3.5,0.033,25.0,116.0,0.9905700000000001,3.2,0.44,11.7,6,white,medium
307,8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.9945799999999999,3.15,0.45,11.5,7,white,medium
308,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,6,white,medium
309,8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.9940399999999999,2.89,0.48,9.5,5,white,low
310,8.2,0.29,0.49,1.0,0.044000000000000004,29.0,118.0,0.9928,3.24,0.36,10.9,4,white,low
311,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,3.22,0.64,10.0,6,white,medium
312,5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.992,3.5,0.35,10.6,6,white,medium
313,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,red,low
314,7.5,0.38,0.33,9.2,0.043,19.0,116.0,0.99444,3.08,0.42,11.4,6,white,medium
315,6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,5,white,low
316,7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,6,white,medium
317,6.1,0.32,0.24,1.5,0.036000000000000004,38.0,124.0,0.9898,3.29,0.42,12.4,7,white,medium
318,6.1,0.33,0.3,3.0,0.036000000000000004,30.0,124.0,0.9892200000000001,3.31,0.4,13.1,7,white,medium
319,7.2,0.24,0.36,2.0,0.028999999999999998,21.0,63.0,0.9907600000000001,3.13,0.63,12.5,6,white,medium
320,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,5,red,low
321,7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.9943200000000001,3.11,0.34,10.9,6,white,medium
322,7.6,0.31,0.27,5.8,0.036000000000000004,23.0,109.0,0.9939899999999999,3.34,0.54,11.0,6,white,medium
323,6.0,0.32,0.33,9.9,0.032,22.0,90.0,0.9925799999999999,3.1,0.43,12.1,7,white,medium
324,7.3,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,3.06,0.45,9.1,6,white,medium
325,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,6,white,medium
326,6.0,0.41,0.05,1.5,0.063,17.0,120.0,0.9932,3.21,0.56,9.2,6,white,medium
327,7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.9962200000000001,3.38,0.58,10.1,6,white,medium
328,7.1,0.27,0.27,10.4,0.040999999999999995,26.0,114.0,0.99335,3.04,0.52,11.5,7,white,medium
329,6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,5,white,low
330,7.8,0.76,0.04,2.3,0.092,15.0,54.0,0.997,3.26,0.65,9.8,5,red,low
331,10.2,0.42,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,5,red,low
332,8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.9948799999999999,3.26,0.56,11.3,6,red,medium
333,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.9935799999999999,3.4,0.72,12.5,7,red,medium
334,7.8,0.26,0.49,3.2,0.027000000000000003,28.0,87.0,0.9919,3.03,0.32,11.3,7,white,medium
335,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,7,white,medium
336,5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7,white,medium
337,7.3,0.26,0.49,5.0,0.027999999999999997,32.0,107.0,0.9936,3.24,0.54,10.8,6,white,medium
338,6.3,0.21,0.58,10.0,0.081,34.0,126.0,0.9962,2.95,0.46,8.9,5,white,low
339,6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37,9.0,5,white,low
340,6.7,0.46,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,12.6,7,white,medium
341,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.9956200000000001,3.3,0.47,10.5,5,red,low
342,6.8,0.4,0.29,2.8,0.044000000000000004,27.0,97.0,0.9904,3.12,0.42,11.2,6,white,medium
343,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7,white,medium
344,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,red,medium
345,6.4,0.37,0.37,4.85,0.040999999999999995,39.5,216.5,0.9943200000000001,3.1,0.5,9.8,6,white,medium
346,6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.9958799999999999,3.13,0.38,9.9,4,white,low
347,6.9,0.19,0.32,7.9,0.042,30.0,130.0,0.99456,3.4,0.39,10.5,6,white,medium
348,6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,6,white,medium
349,6.7,0.66,0.0,13.0,0.033,32.0,75.0,0.99551,3.15,0.5,10.7,6,white,medium
350,7.1,0.22,0.32,16.9,0.055999999999999994,49.0,158.0,0.9998,3.37,0.38,9.6,6,white,medium
351,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,red,medium
352,6.6,0.24,0.29,2.0,0.023,19.0,86.0,0.99,3.25,0.45,12.5,6,white,medium
353,6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,3.17,0.5,9.1,5,white,low
354,7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,red,low
355,6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5,red,low
356,7.8,0.2,0.24,1.6,0.026000000000000002,26.0,189.0,0.991,3.08,0.74,12.1,7,white,medium
357,5.1,0.33,0.27,6.7,0.022000000000000002,44.0,129.0,0.99221,3.36,0.39,11.0,7,white,medium
358,5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44,10.15,6,white,medium
359,7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,white,medium
360,6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6,red,medium
361,8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,red,medium
362,6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7,white,medium
363,7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.9963299999999999,3.32,0.7,11.0,6,red,medium
364,6.6,0.28,0.3,12.9,0.033,31.0,177.0,0.99479,3.12,0.39,11.2,6,white,medium
365,9.9,0.5,0.24,2.3,0.10300000000000001,6.0,14.0,0.9978,3.34,0.52,10.0,4,red,low
366,8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,6,white,medium
367,6.2,0.33,0.27,4.9,0.036000000000000004,30.0,134.0,0.9927,3.2,0.42,10.4,7,white,medium
368,7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,3.09,0.52,9.6,5,white,low
369,6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.9964200000000001,3.47,0.4,8.5,6,white,medium
370,10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6,red,medium
371,7.3,0.24,0.43,2.0,0.021,20.0,69.0,0.99,3.08,0.56,12.2,6,white,medium
372,6.3,0.22,0.57,1.4,0.20800000000000002,14.0,96.0,0.9932,3.16,0.43,10.0,6,white,medium
373,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,white,medium
374,7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,2.87,0.74,9.1,3,white,low
375,8.2,0.4,0.44,2.8,0.08900000000000001,11.0,43.0,0.9975,3.53,0.61,10.5,6,red,medium
376,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,red,low
377,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,6,white,medium
378,8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.9962799999999999,3.23,0.64,10.6,5,white,low
379,7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.9933,3.26,0.44,10.5,5,white,low
380,9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,4,white,low
381,7.4,0.28,0.36,1.1,0.027999999999999997,42.0,105.0,0.9893,2.99,0.39,12.4,7,white,medium
382,6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5,red,low
383,6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.966666666666699,7,white,medium
384,7.1,0.23,0.39,13.7,0.057999999999999996,26.0,172.0,0.99755,2.9,0.46,9.0,6,white,medium
385,7.8,0.2,0.2,1.4,0.036000000000000004,25.0,83.0,0.9908799999999999,3.03,0.46,11.7,6,white,medium
386,6.3,0.26,0.49,1.5,0.052000000000000005,34.0,134.0,0.9924,2.99,0.61,9.8,6,white,medium
387,8.4,0.28,0.4,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,9.3,5,white,low
388,6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7,white,medium
389,11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,red,low
390,7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,3.16,0.5,8.7,5,white,low
391,7.6,0.54,0.13,2.5,0.09699999999999999,24.0,66.0,0.99785,3.39,0.61,9.4,5,red,low
392,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,white,medium
393,5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7,white,medium
394,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,3.18,0.41,10.0,6,white,medium
395,7.9,0.3,0.27,8.5,0.036000000000000004,20.0,112.0,0.9939,2.96,0.46,11.7,6,white,medium
396,5.6,0.35,0.4,6.3,0.022000000000000002,23.0,174.0,0.9922,3.54,0.5,11.6,7,white,medium
397,6.6,0.32,0.36,8.0,0.047,57.0,168.0,0.9949,3.15,0.46,9.6,5,white,low
398,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,red,medium
399,6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.9958,3.2,0.54,9.1,5,white,low
400,5.4,0.29,0.38,1.2,0.028999999999999998,31.0,132.0,0.98895,3.28,0.36,12.4,6,white,medium
401,7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,4,red,low
402,6.2,0.2,0.31,1.0,0.031,22.0,73.0,0.99035,3.24,0.52,11.3,6,white,medium
403,8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.9965799999999999,3.3,0.62,12.1,7,red,medium
404,6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5,white,low
405,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,white,medium
406,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,6,white,medium
407,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,white,medium
408,6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6,white,medium
409,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,white,medium
410,6.4,0.26,0.35,7.7,0.055999999999999994,45.0,191.0,0.9952700000000001,3.16,0.5,9.5,5,white,low
411,6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,3.29,0.45,10.0,5,white,low
412,5.8,0.25,0.28,11.1,0.055999999999999994,45.0,175.0,0.99755,3.42,0.43,9.5,5,white,low
413,6.2,0.66,0.48,1.2,0.028999999999999998,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,high
414,6.6,0.21,0.5,8.7,0.036000000000000004,41.0,191.0,0.9929399999999999,2.96,0.56,11.0,6,white,medium
415,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,white,medium
416,6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,7,white,medium
417,10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,4,red,low
418,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6,white,medium
419,7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,7,red,medium
420,8.9,0.13,0.49,1.0,0.027999999999999997,6.0,24.0,0.9926,2.91,0.32,9.9,5,white,low
421,6.8,0.32,0.3,3.3,0.028999999999999998,15.0,80.0,0.99061,3.33,0.63,12.6,7,white,medium
422,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,7,white,medium
423,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,red,low
424,9.7,0.69,0.32,2.5,0.08800000000000001,22.0,91.0,0.9979,3.29,0.62,10.1,5,red,low
425,6.7,0.33,0.42,6.4,0.057999999999999996,27.0,151.0,0.9954,3.16,0.44,9.6,5,white,low
426,6.1,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3,12.5,6,white,medium
427,7.2,0.51,0.24,10.0,0.09300000000000001,35.0,197.0,0.9981,3.41,0.47,9.0,5,white,low
428,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,white,medium
429,7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.9981399999999999,3.17,0.46,8.9,4,white,low
430,10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.9972799999999999,3.16,0.67,10.8,5,red,low
431,8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,5,red,low
432,6.5,0.37,0.33,3.5,0.036000000000000004,23.0,92.0,0.99136,3.18,0.38,11.2,6,white,medium
433,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6,white,medium
434,7.2,0.21,0.33,3.0,0.036000000000000004,35.0,132.0,0.9928,3.25,0.4,11.0,6,white,medium
435,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6,white,medium
436,5.4,0.15,0.32,2.5,0.037000000000000005,10.0,51.0,0.9887799999999999,3.04,0.58,12.6,6,white,medium
437,11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5,red,low
438,7.7,0.27,0.49,1.8,0.040999999999999995,23.0,86.0,0.9914,3.16,0.42,12.5,6,white,medium
439,6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,red,low
440,8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,white,low
441,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.9906799999999999,3.27,0.31,12.7,6,white,medium
442,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,4,white,low
443,6.2,0.24,0.29,13.3,0.039,49.0,130.0,0.9952,3.33,0.46,11.0,8,white,high
444,6.5,0.13,0.37,1.0,0.036000000000000004,48.0,114.0,0.9911,3.41,0.51,11.5,8,white,high
445,7.9,0.42,0.49,8.2,0.055999999999999994,32.0,164.0,0.9965,3.29,0.6,11.2,7,white,medium
446,6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6,white,medium
447,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,white,medium
448,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,white,medium
449,7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,2.97,0.43,11.9,6,white,medium
450,8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.9961200000000001,3.37,0.58,11.0,5,red,low
451,6.6,0.18,0.28,3.3,0.044000000000000004,18.0,91.0,0.993,3.42,0.64,10.8,6,white,medium
452,6.3,0.1,0.24,6.0,0.039,25.0,107.0,0.99511,3.59,0.49,10.5,7,white,medium
453,12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,red,low
454,7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,3.16,0.63,9.6,6,white,medium
455,8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,5,red,low
456,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6,white,medium
457,7.4,0.16,0.3,13.7,0.055999999999999994,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,medium
458,7.0,0.19,0.23,5.7,0.12300000000000001,27.0,104.0,0.9954,3.04,0.54,9.4,6,white,medium
459,11.9,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,0.9992,3.05,0.56,10.0,5,red,low
460,6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,4,white,low
461,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,red,low
462,6.6,0.23,0.32,0.9,0.040999999999999995,25.0,79.0,0.9926,3.39,0.54,10.2,7,white,medium
463,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,9.2,5,white,low
464,7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42,9.6,5,white,low
465,6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,5,white,low
466,6.7,0.19,0.34,1.0,0.022000000000000002,22.0,94.0,0.9912,3.23,0.57,11.1,6,white,medium
467,7.6,0.31,0.49,3.95,0.044000000000000004,27.0,131.0,0.9912,3.08,0.67,12.8,7,white,medium
468,6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.9895200000000001,3.32,0.41,12.7,7,white,medium
469,7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,6,red,medium
470,6.5,0.32,0.45,7.7,0.022000000000000002,31.0,97.0,0.99134,3.2,0.7,12.7,7,white,medium
471,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,7,white,medium
472,7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,5,white,low
473,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,white,low
474,6.2,0.28,0.41,5.0,0.043,50.0,188.0,0.99318,3.23,0.64,10.8,6,white,medium
475,7.4,0.32,0.22,11.7,0.035,44.0,150.0,0.9957799999999999,3.1,0.45,10.4,5,white,low
476,6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.9913200000000001,3.1,0.58,11.2,7,white,medium
477,11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,red,medium
478,6.2,0.36,0.14,8.9,0.036000000000000004,38.0,155.0,0.9962200000000001,3.27,0.5,9.4,5,white,low
479,6.3,0.43,0.32,8.8,0.042,18.0,106.0,0.99172,3.28,0.33,12.9,7,white,medium
480,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,white,medium
481,7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,white,medium
482,6.8,0.17,0.36,1.4,0.036000000000000004,38.0,108.0,0.99006,3.19,0.66,12.0,6,white,medium
483,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,red,low
484,6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,5,white,low
485,7.9,0.35,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,11.0,5,white,low
486,6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,3.16,0.5,9.4,6,white,medium
487,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,red,low
488,6.6,0.25,0.42,11.3,0.049,77.0,231.0,0.9966,3.24,0.52,9.5,6,white,medium
489,6.4,0.29,0.44,3.6,0.19699999999999998,75.0,183.0,0.9942,3.01,0.38,9.1,5,white,low
490,6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,11.4,5,white,low
491,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.9960399999999999,3.15,0.55,9.4,6,white,medium
492,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,5,red,low
493,6.4,0.35,0.28,1.1,0.055,9.0,160.0,0.99405,3.42,0.5,9.1,7,white,medium
494,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.9917799999999999,3.38,0.57,11.0,7,white,medium
495,7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,4,red,low
496,7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,5,red,low
